1581956672840467936,239,84,0
1581956672842828936,239,85,1
1581956672848975936,182,176,1
1581956672848982936,29,22,1
1581956672848984936,92,139,1
1581956672848986936,186,100,1
1581956672848989936,57,33,1
1581956672848989936,192,21,1
1581956672848993936,204,42,1
1581956672848995936,15,61,1
1581956672848995936,150,179,1
1581956672848995936,119,86,1
1581956672848997936,38,157,1
1581956672848997936,21,172,1
1581956672848998936,55,90,1
1581956672848999936,175,142,1
1581956672848999936,145,29,1
1581956672848999936,204,169,1
1581956672849000936,97,36,1
1581956672849000936,121,70,1
1581956672849000936,45,137,1
1581956672849001936,100,12,1
1581956672849001936,63,78,1
1581956672849001936,39,27,1
1581956672849001936,222,169,1
1581956672849002936,95,124,1
1581956672849002936,70,112,1
1581956672849004936,59,60,1
1581956672854203936,238,85,1
1581956672864366936,238,84,0
1581956672892052936,194,2,1
1581956672892056936,235,1,1
1581956672892058936,36,171,1
1581956672892058936,169,150,1
1581956672892059936,132,19,1
1581956672892059936,94,106,1
1581956672892059936,237,31,1
1581956672892060936,104,53,1
1581956672892060936,95,99,1
1581956672892061936,16,177,1
1581956672892061936,51,177,1
1581956672892063936,15,3,1
1581956672892063936,13,62,1
1581956672892064936,191,114,1
1581956672892064936,162,25,1
1581956672892064936,65,19,1
1581956672892070936,111,146,1
1581956672895611936,238,83,1
1581956672898522936,237,84,1
1581956672899237936,237,85,0
1581956672935119936,194,15,1
1581956672935121936,223,161,1
1581956672935123936,61,74,1
1581956672935123936,99,159,1
1581956672935125936,13,139,1
1581956672935125936,229,35,1
1581956672935126936,33,6,1
1581956672935127936,84,85,1
1581956672935127936,134,33,1
1581956672935129936,136,26,1
1581956672935130936,84,59,1
1581956672935131936,41,152,1
1581956672935131936,52,173,1
1581956672935131936,118,135,1
1581956672935132936,15,127,1
1581956672935132936,39,38,1
1581956672935132936,131,48,1
1581956672935134936,18,13,1
1581956672935135936,47,35,1
1581956672935135936,137,42,1
1581956672935135936,62,66,1
1581956672935136936,192,24,1
1581956672935138936,45,82,1
1581956672935138936,26,22,1
1581956672935138936,99,162,1
1581956672935139936,117,34,1
1581956672935139936,163,28,1
1581956672935140936,27,3,1
1581956672935140936,119,141,1
1581956672935141936,168,49,1
1581956672935141936,218,43,1
1581956672935141936,191,64,1
1581956672935144936,179,127,1
1581956672935147936,70,150,1
1581956672939164936,235,85,0
1581956672940395936,234,86,0
1581956672941596936,235,84,1
1581956672941820936,239,83,0
1581956672942047936,236,85,0
1581956672942136936,236,86,1
