1, 1603471594816373364
2, 1603471594819064832
3, 1603471594821756672
4, 1603471594824448512
5, 1603471594827140096
6, 1603471594829831936
7, 1603471594832523776
8, 1603471594835215360
9, 1603471594837907200
10, 1603471594840599040
11, 1603471594843290624
12, 1603471594845982464
13, 1603471594848674304
14, 1603471594851365888
15, 1603471594854057728
16, 1603471594856749568
17, 1603471594859441364
18, 1603471594862133248
19, 1603471594864824832
20, 1603471594867516416
21, 1603471594870208256
22, 1603471594872900096
23, 1603471594875591680
24, 1603471594878283264
25, 1603471594880974848
26, 1603471594883666432
27, 1603471594886358272
28, 1603471594889050112
29, 1603471594891741696
30, 1603471594894433280
31, 1603471594897125120
32, 1603471594899816704
33, 1603471594902508364
34, 1603471594905199872
35, 1603471594907891456
36, 1603471594910583296
37, 1603471594913274880
38, 1603471594915966464
39, 1603471594918658304
40, 1603471594921350144
41, 1603471594924041728
42, 1603471594926733312
43, 1603471594929425152
44, 1603471594932116992
45, 1603471594934808576
46, 1603471594937500160
47, 1603471594940192000
48, 1603471594942883584
49, 1603471594945575364
50, 1603471594948267264
51, 1603471594950958848
52, 1603471594953650688
53, 1603471594956342272
54, 1603471594959033856
55, 1603471594961725440
56, 1603471594964417024
57, 1603471594967108864
58, 1603471594969800704
59, 1603471594972492288
60, 1603471594975183872
61, 1603471594977875712
62, 1603471594980567552
63, 1603471594983259136
64, 1603471594985950720
65, 1603471594988642364
66, 1603471594991333888
67, 1603471594994025472
68, 1603471594996717056
69, 1603471594999408896
70, 1603471595002100736
71, 1603471595004792320
72, 1603471595007483904
73, 1603471595010175744
74, 1603471595012867584
75, 1603471595015559168
76, 1603471595018250752
77, 1603471595020942592
78, 1603471595023634432
79, 1603471595026326016
80, 1603471595029017600
81, 1603471595031709364
82, 1603471595034401280
83, 1603471595037093120
84, 1603471595039784960
85, 1603471595042476544
86, 1603471595045168128
87, 1603471595047859968
88, 1603471595050551808
89, 1603471595053243392
90, 1603471595055935232
91, 1603471595058627072
92, 1603471595061318656
93, 1603471595064010496
94, 1603471595066702336
95, 1603471595069393920
96, 1603471595072085760
97, 1603471595074777364
98, 1603471595077468928
99, 1603471595080160512
100, 1603471595082852352
101, 1603471595085543936
102, 1603471595088235520
103, 1603471595090927360
104, 1603471595093619200
105, 1603471595096310784
106, 1603471595099002368
107, 1603471595101694208
108, 1603471595104386048
109, 1603471595107077632
110, 1603471595109769216
111, 1603471595112461056
112, 1603471595115152640
113, 1603471595117844364
114, 1603471595120536320
115, 1603471595123227904
116, 1603471595125919744
117, 1603471595128611328
118, 1603471595131302912
119, 1603471595133994496
120, 1603471595136686080
121, 1603471595139377920
122, 1603471595142069760
123, 1603471595144761344
124, 1603471595147452928
125, 1603471595150144768
126, 1603471595152836608
127, 1603471595155528192
128, 1603471595158219776
129, 1603471595160911364
130, 1603471595163602944
131, 1603471595166294528
132, 1603471595168986112
133, 1603471595171677952
134, 1603471595174369792
135, 1603471595177061376
136, 1603471595179752960
137, 1603471595182444800
138, 1603471595185136640
139, 1603471595187828224
140, 1603471595190519808
141, 1603471595193211648
142, 1603471595195903488
143, 1603471595198595072
144, 1603471595201286656
145, 1603471595203978364, 0, 0.0, 85.82474226804125, 10.20618556701031, 38.04123711340206
146, 1603471595206669824, 0, 1.93144469490201e-17, 85.7196359536087, 10.844072164947484, 38.27482290169574
147, 1603471595209361408, 0, 3.86288938980402e-17, 85.61452963917614, 11.481958762884659, 38.50840868998942
148, 1603471595212052992, 0, 5.79433408470603e-17, 85.5094233247436, 12.119845360821834, 38.741994478283104
149, 1603471595214744832, 0, 7.72577877960804e-17, 85.40431701031105, 12.75773195875901, 38.975580266576785
150, 1603471595217436672, 0, 9.65722347451005e-17, 85.2992106958785, 13.395618556696185, 39.209166054870465
151, 1603471595220128256, 0, 1.158866816941206e-16, 85.19410438144595, 14.033505154633358, 39.442751843164146
152, 1603471595222819840, 0, 1.352011286431407e-16, 85.0889980670134, 14.671391752570532, 39.67633763145783
153, 1603471595225511680, 0, 1.545155755921608e-16, 84.98389175258086, 15.309278350507707, 39.909923419751514
154, 1603471595228203520, 0, 1.738300225411809e-16, 84.87878543814831, 15.94716494844488, 40.1435092080452
155, 1603471595230895104, 0, 1.93144469490201e-16, 84.77367912371577, 16.585051546382054, 40.37709499633888
156, 1603471595233586688, 0, 2.124589164392211e-16, 84.6685728092832, 17.22293814431923, 40.610680784632564
157, 1603471595236278528, 0, 2.317733633882412e-16, 84.56346649485066, 17.860824742256405, 40.844266572926244
