1, 1581958289206551936
2, 1581958289228086016
3, 1581958289249619936
4, 1581958289271153408
5, 1581958289292686936
6, 1581958289314220288
7, 1581958289335753936
8, 1581958289357287424
9, 1581958289378820936
10, 1581958289400354304
11, 1581958289421887936
12, 1581958289443421952
13, 1581958289464955936
14, 1581958289486489344
15, 1581958289508022936
16, 1581958289529556480
17, 1581958289551089936
18, 1581958289572623360
19, 1581958289594156936
20, 1581958289615690496
21, 1581958289637223936
22, 1581958289658757888
23, 1581958289680291936
24, 1581958289701825280
25, 1581958289723358936
26, 1581958289744892416
27, 1581958289766425936
28, 1581958289787959296
29, 1581958289809492936
30, 1581958289831026432
31, 1581958289852559936
32, 1581958289874093824
33, 1581958289895627936
34, 1581958289917161472
35, 1581958289938694936
36, 1581958289960228352
37, 1581958289981761936
38, 1581958290003295488
39, 1581958290024828936
40, 1581958290046362368
41, 1581958290067895936
42, 1581958290089429760
43, 1581958290110963936
44, 1581958290132497408
45, 1581958290154030936
46, 1581958290175564288
47, 1581958290197097936
48, 1581958290218631424
49, 1581958290240164936
50, 1581958290261698304
51, 1581958290283231936
52, 1581958290304765952
53, 1581958290326299936
54, 1581958290347833344
55, 1581958290369366936, 0, 1.8318516635581773e-14, 112.03608247422677, 3.80374970527175, 18.32474226804123
56, 1581958290390900480, 0, 9.159258317790887e-15, 110.58637542812022, 4.986801730335856, 20.122387458463763
57, 1581958290412433936, 0, 0, 109.13666838201368, 6.16985375539996, 21.92003264888629
58, 1581958290433967360, 0, 0.0, 108.46976932774737, 7.352905780467497, 22.934869847489466
59, 1581958290455500936, 0, 0.0, 107.80287027348106, 8.535957805535032, 23.94970704609264, 1, 235.20618556701032, 76.54639175257732, 4.793814432989656, 14.613402061855671
60, 1581958290477034496, 0, 0.0, 107.13597121921475, 9.719009830602568, 24.964544244695805, 1, 233.63210544140998, 75.98969072164948, 6.367894558589985, 15.494845360824737
61, 1581958290498567936, 0, 0, 106.46907216494846, 10.902061855670103, 25.97938144329897, 1, 232.05802531580966, 75.43298969072166, 7.941974684190313, 16.3762886597938
62, 1581958290520101888, 0, 0.0, 106.07142857142858, 12.19440353460972, 26.476435935198825, 1, 230.48394519020934, 74.87628865979383, 9.516054809790646, 17.257731958762875
63, 1581958290541635936, 0, 0.0, 105.6737849779087, 13.486745213549337, 26.97349042709868, 1, 228.909865064609, 74.31958762886599, 11.090134935390978, 18.13917525773195
64, 1581958290563169280, 0, 0.0, 105.27614138438881, 14.779086892488955, 27.470544918998534, 1, 227.33578493900865, 73.76288659793815, 12.664215060991324, 19.020618556701024
65, 1581958290584702936, 0, 0.0, 104.87849779086893, 16.071428571428573, 27.967599410898387, 1, 225.7617048134083, 73.20618556701031, 14.238295186591671, 19.902061855670098
66, 1581958290606236416, 0, 0.0, 104.48085419734906, 17.36377025036819, 28.46465390279824, 1, 224.18762468780795, 72.64948453608247, 15.812375312192003, 20.783505154639172
67, 1581958290627769936, 0, 0.0, 104.08321060382917, 18.65611192930781, 28.961708394698093, 1, 222.61354456220764, 72.09278350515464, 17.386455437792335, 21.664948453608247
68, 1581958290649303296, 0, 0.0, 103.68556701030928, 19.948453608247426, 29.45876288659794, 1, 221.03946443660732, 71.53608247422682, 18.960535563392668, 22.546391752577314
